ID,Dominio,Auto,Año,Chasis,Motor,Modelo,Tipo
1327,IKB875,S-10 2.8TDISTD 4X4 ELECTRONIC CD,2010,9BG138BJ0AC429216,M1A353122,Chevrolet,4x4
1333,IKH843,CAPTIVA 2.0 DIESEL LT MANUAL,2010,KL1DC53R29B290184,720S12477489K,Chevrolet,4x4
1337,IKH859,RANGER DC 4X4 XLT 3.0 L D,2010,8AFER13P5AJ301443,D56288515,Ford,4x4
1339,IXF580,HILUX SVR 3.0. TDI,2010,8AJFZ29G7A6104834,1KD/7987875,Toyota,4x4
1341,IXF714,S-10 2.8TDI STD 4X4 ELECTRONIC,2010,9BG138BJ0BC406137,M1A366978,Chevrolet,4x4
1342,IXF715,S-10 2.8TDI STD 4X4 ELECTRONIC,2010,9BG138BJ0BC408499,M1A368550,Chevrolet,4x4
1343,IXF623,SW4SRV 3.0TDI,2010,BAJY259G7A3042315,1KD5017265,Toyota,4x4
1350,IKH726,S-10 2.8TDI DLX 4X4 ELECTRONIC CD,2010,9BG138BJ0AC441354,M1A356780,Chevrolet,4x4
1351,IXF643,HILUX 4X4 CAB/DOB SR 3.0 TDI,2010,8AJFZ22G5A5013514,1KD-5029288,Chevrolet,4x4
1352,IXF613,HILUX 4X4 CAB/DOB SR 3.0 TDI,2010,8AJFZ22G5A5013149,1KD-7986595,Chevrolet,4x4
1353,IXF642,HILUX 4X4 CAB/DOB SR 3.0 TDI,2010,8AJFZ22G5A5013444,1KD-5022680,Toyota,4x4
1354,IXF644,HILUX 4X4 CAB/DOB SR 3.0 TDI,2010,8AJFZ22G5A5013131,1KD-7984903,Chevrolet,4x4
1356,IIG195,RANGER LIMITED 3.0 TD D/C,2009,8AFER13PXAJ290309,D56286466,Ford,4x4
1359,ILL130,Ranger DC 4X4 XLT 3.0 LD D/CAB PLUS,2009,8AFER13P4AJ283498,D56284474,Ford,4x4
1360,ISY806,HILUX SRV 4X4 D/C 3.0 TDI,2010,8AJFZ22G6A5013098,1KD-7981061,Toyota,4x4
1363,IKB835,S-10 2.8TDI STD 4X4 Elec. CD,2010,BJ0AC427485,M1A350791,Chevrolet,4x4
1368,HSD841,Ranger DC 4X4 XL Plus 3.0L D,2008,8AFER13P09J200872,C34264251,Ford,4x4
1369,IZK095,S10 2.8TDI STD 4X4 ELECTRONIC CD,2010,9BG138BJ0BC412489,M1A371187,Chevrolet,4x4
1375,JAN348,AMAROK 2.0 PICK-UP,2010,8AWDB42H9BA023823,CDC023598,Volkswagen,4x4
1380,JAN512,S-10 2.8TDI DLX 4X4 ELECTRONIC CD,2010,9BG138BJ0BC419211,M1A369799,Chevrolet,4x4
1382,JAN511,S-10 2.8TDI DLX 4X4 ELECTRONIC CD,2010,9BG138BJ0BC419263,M1A368175,Chevrolet,4x4
1385,JAN700,HILUX 4X4 CAB/DOBLE SRV 3.0 TDI C/CUE,2011,8AJFZ29G2B6116603,1KD-5116163,Toyota,4x4
1386,JAN425,Amarok 2.0L TDI 4X4 ST5,2010,8AWDB42H9BA017085,CDC019020,Volkswagen,4x4
1389,JID489,S10 2.8 TDI STD 4X4 ELECTRONIC CD,2011,9BG138BJ0BC424352,M1A375661,Chevrolet,4x4
1390,JAN619,HILUX 4X4 DOB/CAB SRV 3.0 TDI C/CUE,2010,8AJFZ29G9B6122124,1KD-5170884,Toyota,4x4
1392,JMM957,HILUX 4X4 DOB/CAB SRV3.0TDI,2011,8AJFZ29G2B6117217,1KD-5122625,Toyota,4x4
1394,JMN000,S-10 2.8 TDI STD 4X4 ELECTRONIC,2011,9B8138BJ0BC435370,M1A382106,Chevrolet,4x4
1423,IZK094,S-10 2.8 TDI STD 4X4 ELECT. CD,2010,9BG138BJ0BC410862,M1A368760,Chevrolet,4x4
1430,KOO831,AMAROK 2.0L TDI 4X4 ST3,2012,8AWDB42H4CA028476,CDC094383,Volkswagen,4x4
1442,LUP996,AMAROK 2.0 TDI 122 CV 093,2012,8AWDD42H1CA054334,CDB024024,Volkswagen,4x4
1443,LDB276,AMAROK 2.0 TDI 122 CV 093,2012,0,0,Volkswagen,4x4
1444,LDB278,AMAROK 2.0 TDI 122 CV 093,2012,0,0,Volkswagen,4x4
1456,JPG179,RANGER DC 4X2 XL PLUS3.0D,2011,123456,654321,Ford,4x4
1461,MDE141,S 10 2.8TD 4X4 LT DOB/CAB,2013,9B8148FH0DC441234,V1A027739,Chevrolet,4x4
1482,JPF900,RANGER XL PLUS 3.0 TDI 4X4,2011,8AFER13P4CJ439803,L1A017891,Ford,4x4
1483,JPG170,RANGER XL PLUS 3.0 TDI 4X4,2010,111,3,Ford,4x4
1485,LHD769,AMAROK 2.0 TD 4X4 D,2012,8AWDB42H1CA056722,CNE008893,Volkswagen,4x4
1487,LCA949,AMAROK 2.0 TDI 4X4,2012,8AWDD42H9CA043372,CDB0189329,Volkswagen,4x4
1491,LPQ201,HILUX 4X4,2012,1111,1111,Toyota,4x4
1500,HZN536,HILUX,2006,0,0,Toyota,4x4
1508,MSL131,RANGER DC 4X4 XL TDI 2.2,2013,8AFAR23J5EJ141610,QW2PEJ141610,Ford,4x4
1510,MVJ340,RANGER XLS 3.2 TDI DC 4X4,2013,8AFAR23L2DJ127501,SA2PDJ127501,Ford,4x4
1511,MVJ341,RANGER XLS 3.2 TDI DC 4X4,2013,8AFAR23L6DJ21667,SA2PDJ121667,Ford,4x4
1512,KIP792,RANGER XL PLUS 3.0 TDI 4X4,2011,8AFER11P3CJ459169,L1A024270,Ford,4x4
1519,NFC875,SW4 4X4 SRV3.0 TDI 5AT,2013,SN,SN,Toyota,4x4
1520,NFC860,Ranger  2 DC 4x4 XLT 3.2L D,2013,8AFAR23L6J171678,SA2PEJ171678,Ford,4x4
1523,LPQ161,HILUX 4X4 CAB/DOB DX PACK 2.8 TDI,2012,8AJFR22GOC4561798,2KD-5813710,Toyota,4x4
1528,NSB606,KUGA SEL 1.6T AWD ECOBOOST 6VEL,2014,WF0ADCWPMEWC32634,JTMAEWC32634,Ford,4x4
1531,LFK354,RANGER XL 4X4 ESPECIAL REFRIGERANTE,2012,8AFER11P3CJ007593,L1A036094,Ford,4x4
1533,LVI184,HILUX SW4 4X4  SRV 3.0 TDI C/CUERO,2013,8AJYZ59G6D3063337,1KD5908003,Toyota,4x4
1538,NZX686,DUSTER LUXE 2.0 4X4 NAV,2014,93YHSR233EJ272517,F4RA400C076601,Renault,4x4
1540,NZX716,RANGER 2 CS 4X4 XL SAFETY 2.2LD,2014,8AFAR21J1EJ238964,QW2PEJ238964,Ford,4x4
1542,NZX672,AMAROK 2.0L TDI 180 CV 4X4,2014,8AWDB42H2EA038586,CNE05935,Volkswagen,4x4
1543,NUW578,HILUX 4X4 C/D SR3.0 TDI,2014,8AJFZ22G0F5027053,IKD-A511384,Toyota,4x4
1544,NUW579,HILUX 4X4 C/D SR3.0 TDI,2014,8AJFZ22G0F5027054,1KD-A511335,Toyota,4x4
1548,NZX684,DUSTER LUXE 2.0  4X4 NAV,2014,93YH3R2S6EJ272533,F4RA400C076535,Renault,4x4
1549,NZX685,DUSTER LUXE 2.0  4X4 NAV,2014,93YH3R2S6EJ272356,F4RA400C076475,Renault,4x4
1554,OKU395,AMAROK 2.0L TDI 140 CV 4X4,2015,8AWDD42H1FA019375,CNF044761,Volkswagen,4x4
1556,OCG705,TRAKER 1.8 4X4,2015,e,e,Chevrolet,4x4
1559,EFO717,RANGER XL C/C 4X4 2.8L D,2003,8AFDR13F74J325413,B61617662,Ford,4x4
1563,MIO485,RANGER2 DC 4X4 XL SAFETY 2.2L,2013,8AFAR23JODJ115569,QW2PBJ115569,Ford,4x4
1565,OVW490,HILUX 4X4 C/D SR 3.0 TDI - C2,2015,8AJFZ22G3F5029170,1KD-A795524,Toyota,4x4
1566,PEN780,RANGER2 DC 4X4 XLT 3.2L DSL,2015,8AFAR23L3GJ3882,SA2P GJ373882,Ford,4x4
1568,OVW452,S10 2.8TD 4X4 LT DOB/CAB,2015,9BG148FK0EC423091,V1A077913,Chevrolet,4x4
1572,LVI-164,RANGER2 DC 4X4 LS 3.2LD,2012,8AFR23L5DJ076835,SA2PDJ076835,Ford,4x4
1574,OOK-268,S10 4X4,2015,123,132,Chevrolet,4x4
1575,OBY095,RANGER2 DC 4X4 XLS 3.2LD,2014,8AFAR23L5EJ239744,SA2P EJ239744,Ford,4x4
1576,NCC487,S10 2.8TD 4X4 LS,2013,9BG148DH0DDC450967,V1A033465,Chevrolet,4x4
1577,LXO555,RANGER2 DC 4X4 XLS 3.2L D,2012,8AFAR23L3DJ081788,SA2P DJ081788,Ford,4x4
1578,OGJ574,S10 2.8TD 4X4 LT DOB/CAB,2014,9BG148FK0EC411445,VIA069862,Chevrolet,4x4
9,DZE245,CORSA WIND 1.6 3 Ptas.,2002,02R12981,QD5017074,Chevrolet,Coupe
20,CLZ716,Corsa GL 1.6 3 Ptas.,1998,9BGSE08NXWC605806,JC0059725,Chevrolet,Coupe
49,EVF977,CORSA GL 1.6 3 PTAS.,2005,8AGSB19N05R135308,7H5032484,Chevrolet,Coupe
55,BUO089,CORSA GL 1.6 3 PTAS.,1997,9BGSE 08NWVC644871,JG 0039832,Chevrolet,Coupe
56,CHV694,"Corsa GL 1,6 3 Ptas",1998,GSE08NXWC653622,JC5012367,Chevrolet,Coupe
77,WIC587,SPAZIO TRL,1988,147BB007149281,128A10387391235,Fiat,Coupe
78,SYH641,SPAZIO TR,1993,147.880-07248613,A-20388138876,Fiat,Coupe
80,SUX532,"UNO SL 1,4 3 PTAS",1994,9U1146000P7131,159A20388079279,Fiat,Coupe
82,EQM716,UNO 1.3 MPI 3 Ptas.,2004,9BD15807654602273,178E80116113074,Fiat,Coupe
83,UIS659,Brio,1987,AJ107142669,7374001,Fiat,Coupe
84,UUY356,SPAZIO TR,1987,7145050,128A10187372553,Fiat,Coupe
89,SYH644,SPAZIO TR,1993,147.880-07248760,15P-A20388023844,Fiat,Coupe
90,SYH643,147 SPAZIO T,1993,147BB007246970,159A20388021734,Fiat,Coupe
91,EHB643,Uno S Cargo Utilitario,2004,9BD25803644521527,178A20006385280,Fiat,Coupe
92,UDX300,Brio,1987,AJ107141812,7359857,Fiat,Coupe
161,BQP813,"Fiesta Cl 1,3 3 Ptas",1997,6BSXMPFSMJ76356,3J76356,Ford,Coupe
254,COE986,TWINGO AUTENTIC,1999,VF1C0660518464707,D7FB700F403326,Renault,Coupe
300,DST469,"Gol GL 1,6 MI 3 Ptas",2001,Q985022603,UNF180940,Volkswagen,Coupe
494,SYH642,147 SPAZIO T,1993,147BB0072477,159A20388022158,Fiat,Coupe
502,CNI840,"CORSA GL 1,6 3 PTAS",1999,GSE08NXWC672264,JC5013691,Chevrolet,Coupe
510,BVU356,"CORSA GL 1,6 5 PTAS",1998,BGSE68NWC649095,JC0041270,Chevrolet,Coupe
512,CHV642,"CORSA GL 1,6 3 PTAS",1998,GSE08NXWC654676,JC0064317,Chevrolet,Coupe
1289,IBU940,GOL,2009,9BWCB05W99T057108,UNF487477,Volkswagen,Coupe
1294,IGX287,UNO FIRE 1242 MPI 8V,2009,9BD15807696255471,178E80118701228,Fiat,Coupe
1407,JOS068,CORSA CLASSIC  3PTAS LT 1.4N,2011,BA6SB0850BR233816,T85077825,Chevrolet,Coupe
1535,NCC422,GOL TREND 1.6GP 5PTAS,2013,9BWAB05U4ET093126,CFZM75276,Volkswagen,Coupe
326,CHX259,SPRINTER,1998,8AC690330WA522875,"6,32999E+018",Mercedes-Benz,Minivan
333,EEA327,SPRINTER 313CDI/C,2003,8AC9036723A909964,611981-70-009109,Mercedes-Benz,Minivan
403,BQB076,TURBO DAILY 49-10/97,1997,ZCFC4970105148189,2337112438629,Iveco,Minivan
492,DYR881,H 100,2002,7FP1V350030,D48F1136815,Hyundai,Minivan
554,EGD193,DAILY 40. 12 VIDRIADO,2003,93ZC3580148311933,37343781999,Iveco,Minivan
671,GEW883,MERIVA GLS 1.8 DOHC,2007,9BGXF75R07C714321,5R0028497,Chevrolet,Minivan
1129,VVO563,KOMBI,1985,8AEZZZ20ZFR1239,B7509971,Volkswagen,Minivan
1161,HHF128,MASTER DCI 120,2008,93YCDDUH58J028220,G9UA724C040074,Renault,Minivan
1166,HIT713,SEDAN 5 PTAS SCENIC 1.6V CONFORT,2008,93YJA1V258J960844,K4MJ7060106888,Renault,Minivan
1167,HIT714,SCENIC 1.6L CONFORT,2008,93YJA1V258J955797,K4MJ706Q105834,Renault,Minivan
1370,JAN254,DUCATO MAXICARGO 2.8JTD INTERCO,2010,93W24567392045398,1061952,Fiat,Minivan
1467,LFX888,MERIVA  GL 1.8  5PTS,2011,9BGSS19Y0BB176857,U30020092,Chevrolet,Minivan
1468,LFX890,MERIVA  GL 1.8  5PTS,2011,9BGSS19Y0BB175426,U30020078,Chevrolet,Minivan
1469,LPQ217,MERIVA GLS 1.8 SOHC,2011,9BGXF75V0CQCC203139,U30021949,Chevrolet,Minivan
1470,LPQ216,MERIVA  GL 1.8  5PTS,2011,9B6XF75V0CC206015,U30022387,Chevrolet,Minivan
1471,INJ707,MERIVA 5PTS 1.6 LT,2012,EEE,WWW,Chevrolet,Minivan
1472,IMX216,MERIVA 5PTS 1.6 LT,2012,FFFS,SDSD,Chevrolet,Minivan
255,ESR235,Clio 2 Tric Exp Diesel,2004,8A1LB07155L539252,K9KA700D070633,Renault,Otros
258,ESR236,Clio 2 Tric Exp Diesel,2004,8A1LB07155L583645,K9KA700D074170,Renault,Otros
434,DZO232,DELTA,1998,V57-19516,631953*,Daihatsu,Otros
1150,HAD309,BERLINGO 1.4 MULTISPAC,2008,8BCMFKFWB8G512999,10DBSE0000581,Citroen,Otros
1330,IKH734,KANGOO AUTH.PLUS 1.6 DA,2010,8A1KC1005AL418466,K4MJ730Q052829,Renault,Otros
1536,JLU708,MERIVA GL PLUS 1.8 SOHC 5PTAS,2010,9BGXF75U0BC164940,U30009599,Chevrolet,Otros
1,EUH166,S10 2.8 TI D/CAB,2005,9BG138AC05C404787,40704183313,Chevrolet,Pick-Up
2,FLK674,S10 2.8 TDI STD 4X2 D/CAB,2006,9BG138AC06C413726,M1T247994,Chevrolet,Pick-Up
3,TXR391,C 10 Custom 3 Vel,1988,GC3006700,6OO6012,Chevrolet,Pick-Up
6,DST540,S10,2001,9BG138AC01C418671,40704056178,Chevrolet,Pick-Up
10,ERO674,S-10 2.8 T I D/CAB,2004,9BG138AC05C405346,40704184298,Chevrolet,Pick-Up
11,BYV557,S 10 DLX 2.5 TD D/CAB,1998,9BG138CTWWC924969,4A8A46B071534D,Chevrolet,Pick-Up
12,EDC208,"S 10 2,8 TDI D/CAB",2003,9BG138AC03C419928,40704127322,Chevrolet,Pick-Up
13,ERO662,S-10 2.8 T I D/CAB,2004,9BG138AC05C407161,40704187356,Chevrolet,Pick-Up
14,EUH165,S10 2.8 TI D/CAB,2005,9BG138AC05C405144,40704183937,Chevrolet,Pick-Up
15,EFO735,"S 10 2,8 TDI D/CAB AA",2003,9BG138AC04C402173,40704138435-DIESEL,Chevrolet,Pick-Up
16,FEW224,S10 2.8 TI D/CAB,2005,9BG138AC05C436719,M1T227840,Chevrolet,Pick-Up
23,VLZ414,C 10 Custom TDI,1977,F162494,231A-74840,Chevrolet,Pick-Up
26,ERO661,S10 4X2 D/CAB,2004,9BG138AC05C4,40704182857,Chevrolet,Pick-Up
27,VVO558,10,1978,F173789,A231A88176,Chevrolet,Pick-Up
28,EFO739,"S 10 2,8 TDI D/CAB AA",2003,9BG138AC04C402271,40704138712,Chevrolet,Pick-Up
30,CLO336,"BLAZER DLX 2,5 TD",1998,6116CSWWC943440,QR0013705,Chevrolet,Pick-Up
31,EMR605,S 10 D/CAB AA 4X4,2004,9BG138BCO4C425731,40704169458,Chevrolet,Pick-Up
32,VVO567,C10 Custom 3 Vel,1986,GC3003085,6003311*,Chevrolet,Pick-Up
33,EVW266,S10 2.8 TI D/CAB,2005,9BG138AC05C424895,40704212333,Chevrolet,Pick-Up
35,BYV628,"Silverado 4,1Nafta",1998,VVA141923,UQ0001535,Chevrolet,Pick-Up
36,FIJ851,S10 2.8 TI S/CAB,2006,9BG124AC06C408533,M1T241459,Chevrolet,Pick-Up
38,ERO660,S-10 2.8 T I D/CAB,2004,9BG138AC05C404648,40704183472,Chevrolet,Pick-Up
40,BSF783,BLAZER DLX 4X2,1997,9BG116CRVVC942314,GK0013675,Chevrolet,Pick-Up
48,DDR985,"S 10 2,5 TD DLX",2000,9BG138CT0YC412824,4A8A46B124504E,Chevrolet,Pick-Up
50,BYV558,"S10 2,5 TD DLX",1998,9BG1380TWWC9295,4A8A46B075028D,Chevrolet,Pick-Up
52,RRN176,C-10,1977,F162424,A231A74836,Chevrolet,Pick-Up
57,EDC176,"BLAZER DLX 2,8 TDI",2003,9BG116CC03C402370,40704101455,Chevrolet,Pick-Up
58,FKB158,S10 2.8TDI STD 4X2 D/CAB,2006,9BG138AC06C408439,M1T241463,Chevrolet,Pick-Up
73,FLK630,S10 STD 4X2 D/CAB,2006,,M1T241468,Chevrolet,Pick-Up
81,AGD447,"DUCATO 1,9 FURGON 10",1995,ZFA23000005072950,230A20001551752,Fiat,Pick-Up
93,TYR924,F-100,1992,KB1JNA-11752,NAAE14996,Ford,Pick-Up
94,VVO668,F-100 V8,1982,KA1JBP-05386,BPAK13629,Ford,Pick-Up
95,UDX307,"F-100 Std 3,6",1987,KB1JHU250674,HYAB26499,Ford,Pick-Up
96,XAM489,"F-100 STD 3,6",1982,9470866,BPAD15848,Ford,Pick-Up
97,BJB468,"F-100 4,9 I STD",1997,TNL49VDB33888,BV404100,Ford,Pick-Up
98,VVO589,"F-100 Std 3,6",1978,KA1JUJ11939,DUJB19618,Ford,Pick-Up
100,VLZ462,F-100 V8,1987,KB1JGS25402,GSAP32047,Ford,Pick-Up
101,DDR942,F-100 STD TURBO DIESEL AA,2000,9BFFF25GXXD010330,30618560,Ford,Pick-Up
102,TAY154,"F-100 Std 3,6",1994,AJ107141199,PRAR13415,Ford,Pick-Up
103,BLS672,F-100 DC,1997,11UP29044,DUPG35886,Ford,Pick-Up
104,VLZ542,F-100 S/CAB,1984,KA1JCU36842,CUAK43930,Ford,Pick-Up
105,SOE154,F-100 6 Cil.,1994,BAFETNL24RJ061083,RBAR16139,Ford,Pick-Up
106,VLZ549,F-100 6 Cil.,1995,9471319,RAAR16392,Ford,Pick-Up
107,UTH788,F-100 XLT,1982,9471100,BPAK16233,Ford,Pick-Up
109,EUH180,RANGER XL PLUS D/C 4X2 DSL,2005,8AFDR12FO5J399940,C20169910,Ford,Pick-Up
110,BLS635,Ford Ranger XL 2.5,1997,1FTCR10AXTTA52692,A52692,Ford,Pick-Up
113,FBY517,Ranger DC 4X2 XL 2.8L D,2005,8AFDR12F35J424524,C36180421,Ford,Pick-Up
114,FBY518,Ranger DC 4X2 XL 2.8L D,2005,8AFDR12FX5J428991,C36179688,Ford,Pick-Up
115,EGE682,"RANGER XL 2,8 TDI S/CAB F TRUK",2003,8AFDR10FX4J328889,C20144484,Ford,Pick-Up
117,TXR390,"F-100 STD 3,6",1993,8AFETNL27NJ056213,NNAE23546,Ford,Pick-Up
119,DJK890,"RANGER XL 2,8 TDI D/CAB 4X4",2000,9BFYTNYT61BB08952,B32533834,Ford,Pick-Up
120,FBY515,Ranger DC 4X2 XL 2.8L D,2005,8AFDR12F15J424196,C36179349,Ford,Pick-Up
121,CQG233,"F 100 4,2 XL (LN)",1999,6WDB03863,VW411195,Ford,Pick-Up
122,AQD263,"F 100 STD 3,6",1996,L24SJ067857,SPAR12197,Ford,Pick-Up
123,VDY380,"F 100 STD 3,6",1987,KBBLHA01879,PA4520036,Ford,Pick-Up
124,CQG232,"F 100 4,2 V6 XL (LN)",1999,2WDB04153,VW411225,Ford,Pick-Up
127,VDY390,F 100 STD,1983,KA1JCY32323,CYAK41316,Ford,Pick-Up
130,UUY342,"F 100 STD 3,6",1987,KB1JHJ08203,HJAP17562,Ford,Pick-Up
131,CQG231,"F 100 4,2 V6 XL (LN)",1999,4XWDBC3865,VW411209,Ford,Pick-Up
132,FEW232,RANGER XL PLUS D/CAB 4X2 2.8L D,2005,8AFDR12F25J428550,C36179222,Ford,Pick-Up
134,WPR274,F 100 STD 3.6,1980,KA1JYE61813,YDAK65908,Ford,Pick-Up
137,EUH179,Ecosport 2.0 L 4X2 XLT,2005,9BFZE16F248597675,CJJA48597675,Ford,Pick-Up
138,WPR275,F 250,1980,KA7LYL72666,P6242514,Ford,Pick-Up
141,UXW912,"F 100 STD 3,6",1985,KB1JFU21259,FUAP27887,Ford,Pick-Up
142,CQG234,"F 100 4,2 V6 XL (LN)",1999,8WAB03864,VW411213,Ford,Pick-Up
143,EMR612,Ranger XL D/CAB TD,2004,8AFDR12F84J364612,C20158527,Ford,Pick-Up
144,TXR394,"F-100 STD 3,6",1987,KB1JHJ07047,HRAH14939,Ford,Pick-Up
145,BOC397,"F-100 4,9I XLT Super Cab",1997,VDB39381,KV405208,Ford,Pick-Up
146,WIC613,F-100 6 Cil,1981,KA1JAT-26350,ATAK33112,Ford,Pick-Up
148,VLZ554,F-100 V8,1981,KALJAR-77448,ARAD80376,Ford,Pick-Up
149,VSA956,F-100 V8,1983,KA1JCS-27253,CSAK34327,Ford,Pick-Up
151,TXR392,F-100 STD D,1987,KB1JGB28213,DRSU30486,Ford,Pick-Up
153,BGR463,F-100,1996,TDB07345,22904393497,Ford,Pick-Up
154,EVW237,RANGER DC 4X2 XL 2.8L D,2005,8AFDR12F55J422435,C36178351,Ford,Pick-Up
155,DST523,F-100 XLT D MWM,2001,FFF25L718062210,607050033,Ford,Pick-Up
156,FAI887,RANGER CS 4X2 F-TRUCK 2.8 LD,2005,8AFER10F75J433010,C36183074,Ford,Pick-Up
160,BIM990,"F-100 4,9I STD",1997,9BFETNL48VDB32697,BV404056,Ford,Pick-Up
163,CIX978,"RANGER XLT 4,0",2000,13X8WJ0500257,WMX02047,Ford,Pick-Up
164,VLZ553,F-100 V8,1987,KB1JGK-30901,GKAP37473,Ford,Pick-Up
165,ETH447,Ranger DC 4X2 XL PLUS 2.8 LD,2004,8AFDR12F85J371397,C20160513,Ford,Pick-Up
167,CQQ812,"F 100 4,2 V6 XL (LN)",1999,XD005587,DKR05587,Ford,Pick-Up
169,ERO655,ECOSPORT 2.0 L,2004,9BFZE13F848581467,CJJA48581467,Ford,Pick-Up
170,VDY389,F 100 STD D,1983,KA1JCN23562,CNAK32306,Ford,Pick-Up
171,BIM987,"F-100 4,9I STD",1997,9BFETNL49VDB38704,JV404923,Ford,Pick-Up
172,RMH083,"F-100 STD 3,6",1993,8AFETNL25NJ056209,NNAE23882,Ford,Pick-Up
173,CFT797,Explorer XLT 4X2,1998,1FMZU34X9WUC65081,C65081,Ford,Pick-Up
174,WIC612,F-100 V8,1982,KA1JBG-00182,ARAK82386,Ford,Pick-Up
176,VFS865,F 100 Lujo 3.6,1980,KA1JYS96625,YSAK10631,Ford,Pick-Up
178,EDC182,"RANGER XL 2,8 TDI",2003,8AFDR12F13J310003,B61610779,Ford,Pick-Up
180,VSA953,F-100 V8,1983,KA1JCY-33444,XESK29970,Ford,Pick-Up
182,CLZ665,"RANGER XL 2,5 D/CAB",1998,8AFDR12E8WJ042241,WME02699,Ford,Pick-Up
188,VVO569,F 400,1989,KB5LJT-29492,PA6269007,Ford,Pick-Up
189,VSA949,F-100 V8,1979,KA1JXJ-55776,XJAK67137,Ford,Pick-Up
190,FEW238,Ranger DC 4X2 XL 2.8L D,2005,8AFDR12F65J432133,C36182395,Ford,Pick-Up
191,BIM988,"F-100 4,9I STD",1997,9BFTNL44VDB36245,JV404866,Ford,Pick-Up
194,FBY516,Ranger DC 4X2 XL 2.8L D,2005,8AFDR12F25J42421,C36179553,Ford,Pick-Up
195,ECI348,"Ranger XL 2,8 TDI",2003,8AFER12F43J307648,B61609652,Ford,Pick-Up
196,VDY391,F-100,1983,KA1JCY32330,CYAK41303,Ford,Pick-Up
197,EVS098,RANGER XL,2005,SAFDR13F85J403814,C20172632,Ford,Pick-Up
198,VDY383,"F 100 STD 3,6",1987,KBBLHF26832,PA4531156,Ford,Pick-Up
199,EVW238,Ranger DC 4X2 XL 2.8L D,2005,8AFDR12F55J422452,C36177604,Ford,Pick-Up
200,BIM944,"Ranger XL 2,5",1997,9471566,A577971,Ford,Pick-Up
201,EMR635,Ranger XL D/CAB TD,2004,SAFDR12FX4J357841,C20156051,Ford,Pick-Up
214,ESR231,Frontier 4x2 XE 2.8TD D/CAB,2004,94DCMGD225J564002,40704188196,Nissan,Pick-Up
216,DWK313,TD25TI D/CAB 4X4 PLU,2001,JN1CCUD222A702137,TD25080412A,Nissan,Pick-Up
217,FAI862,FRONTIER 4X2 2.8 TD D/CAB,2005,94DCMGD225J595983,40704205060,Nissan,Pick-Up
219,ESR230,Frontier 4x2 XE 2.8TD D/CAB,2004,94DCMGD225J563937,40704188033,Nissan,Pick-Up
220,DWK360,TD25TI D/CAB 4X4 DX,2001,JN1CGUD222A702144,TD25080518,Nissan,Pick-Up
225,WPR285,504 GR 5,1995,9471324,953360,Peugeot,Pick-Up
227,AZN617,504 GR 5 Vel,1996,8AED37000,700445,Peugeot,Pick-Up
228,WPR288,504 GD,1994,8042763,649114,Peugeot,Pick-Up
229,BLS679,504 GD 1,1997,V5284825,715656,Peugeot,Pick-Up
232,BLS713,504 GD 1,1997,V5284753,715760,Peugeot,Pick-Up
234,UUY341,Pick up 504 G,1987,8014824,546381,Peugeot,Pick-Up
235,ESR245,XL 2.8 TDI 4X2 D/CAB,2004,8AFDR12F5J384586,C20165706,Ford,Pick-Up
266,BLS694,TRAFIC TA 13 D,1997,TA13ZZZVS012041,AA88092,Renault,Pick-Up
274,EPT531,Master 2.8 DTI,2004,93YCDDCH55J549339,2659-3970877,Renault,Pick-Up
277,BYV538,Hilux DC,1998,9752058,3L4474233,Toyota,Pick-Up
278,BOC413,"HILUX 2,4 4X2 D/C",1997,9751109,314381809,Toyota,Pick-Up
280,BYV539,"Hilux 2,8 4x2 D/Cab STD",1998,9752064,3L4469516,Toyota,Pick-Up
281,DLV487,"HILUX 2,8 4X2 D/CAB DLX",2000,8AJ33LN86X978014,3L4925522,Toyota,Pick-Up
282,EYQ868,HILUX 2.5 DX D/CAB 4X2,2005,8AJER32G854000026,2KD-9286115,Toyota,Pick-Up
283,EUH193,Hilux 4x4 d/cab DX 3.0 D,2005,8AJ33LNL559414244,5L-5532145,Toyota,Pick-Up
284,BYV541,"Hilux 2,8 4x2 D/Cab DLX",1996,9752057,3L4471418,Toyota,Pick-Up
285,BKG321,Hilux SW4 D/Cab,1997,JTA11GNJ5V0043549,RPA344841,Toyota,Pick-Up
286,DFO454,"HILUX 2,8 D/CAB DLX",2000,86Y9756993,4861082,Toyota,Pick-Up
290,EMR616,Hilux 4X2 D/CAB DX 3.0D,2004,8AJ33LNL049113998,5L5459009,Toyota,Pick-Up
291,EMA890,Hilux 4x2 D/CAB,2004,8AJ33LNL049113194,5L-5437236,Toyota,Pick-Up
292,EMR638,"SAVEIRO 1,6",2004,9BWEB05XX4P119456,UNF289946,Volkswagen,Pick-Up
312,FKB184,RANGER 4X2 PLUS 2.8L D,2006,8AFDR12F86J477334,C36199088,Ford,Pick-Up
313,CLZ715,"RANGER XL 2,5 D/CAB",1996,8AFDR12EOWJ052620,WPE038878,Ford,Pick-Up
322,FGR858,S10 2.8 STD T INTERC 4X4 D/CAB,2006,9BG138BC06C406529,M1T239339,Chevrolet,Pick-Up
323,BQP751,"HILUX 2,8 4X2 S/CAB STD",1997,8AJ31LN86V9501164,3L-4359387,Toyota,Pick-Up
337,EOX508,RANGER,2004,BAFDR12F64J363815,C20158171,Ford,Pick-Up
